パス名,モジュール名,種類,総ステップ数,実ステップ数,コメント[％]
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::~ObjectWeapon_CopyRod",cpp,15,3,78.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::Setup",cpp,12,6,36.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::Update",cpp,16,8,33.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::ProcessCreate",cpp,20,11,26.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::SetCopyRodMatrix",cpp,11,5,54.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::ProcessShoot",cpp,19,10,25.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::ProcessHittingObj",cpp,31,20,28.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::ProcessDisappear",cpp,16,9,44.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::phaseCopyRodStateAttach",cpp,11,5,45.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::phaseCopyRodStateShooting",cpp,114,78,13.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::phaseCopyRodStateHittingObj",cpp,21,13,21.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::phaseCopyRodStateDisappear",cpp,11,5,46.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.cpp","ObjectWeapon_CopyRod::revertCameraState",cpp,29,15,21.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Object\ObjectWeapon.h","モジュール外",h,304,185,14.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\ActionTaskManager.cpp","モジュール外",cpp,19,4,55.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\ActionTaskManager.cpp","ActionTaskManager::GetInstance",cpp,12,6,47.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\ActionTaskManager.cpp","ActionTaskManager::Setup",cpp,11,5,57.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\ActionTaskManager.cpp","ActionTaskManager::Update",cpp,11,4,68.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\ActionTaskManager.cpp","ActionTaskManager::UpdateActionTask",cpp,68,47,27.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\ActionTaskManager.cpp","ActionTaskManager::NotifyAction",cpp,11,5,50.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\ActionTaskManager.cpp","ActionTaskManager::ActionTaskManager",cpp,10,3,67.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\ActionTaskManager.cpp","ActionTaskManager::~ActionTaskManager",cpp,11,3,70.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\ActionTaskManager.h","モジュール外",h,69,38,33.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","モジュール外",cpp,182,127,21.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","getPlayerPosRotFromBGModel",cpp,81,58,13.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","bool changeSubWeapon",cpp,77,50,18.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","useBinContents",cpp,28,20,13.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","addBinContents",cpp,28,20,13.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","isEmptyBinContents",cpp,15,8,46.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","updateGetItem",cpp,307,258,8.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","createEnemyWork2",cpp,73,44,16.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","destroyAllEnemy",cpp,15,9,35.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","addMyWeapon",cpp,20,12,34.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","deleteMyWeapon",cpp,21,12,34.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","updateCsvAction",cpp,128,96,6.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","startCsvAction2nd",cpp,13,7,50.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","updateCsvAction2nd",cpp,228,143,8.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void DrawFontFunc",cpp,32,23,7.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void DrawFreeFontFunc",cpp,26,17,23.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","visibleNpcAll",cpp,17,10,40.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","visibleObjectAll",cpp,17,10,36.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","getStageIndex",cpp,11,5,65.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void processAppearCrystal",cpp,58,44,15.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","ObjectBase* search1stFindObjectKind",cpp,18,10,43.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void reloadModelMap",cpp,32,20,18.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void revertVehicle",cpp,27,17,17.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void revertGuardian",cpp,46,27,18.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void setDefaultBloomSetting",cpp,14,8,27.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void createDropItem",cpp,20,12,23.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","funcCsvCmd_SHOW_ITEM",cpp,22,12,36.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","funcCsvCmd_VC",cpp,16,9,31.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","funcCsvCmd_SND",cpp,13,7,38.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","funcCsvCmd_LYT",cpp,42,32,14.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","funcCsvCmd_F_IN",cpp,20,14,24.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_F_OUT",cpp,19,13,24.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_FADE",cpp,21,14,25.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_FOG",cpp,32,24,15.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_M_IN",cpp,12,6,39.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_M_OUT",cpp,12,6,39.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_T_IN",cpp,11,5,51.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_T_OUT",cpp,11,5,50.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_TOON",cpp,13,7,30.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_SHAKE",cpp,13,7,29.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_EFFECT",cpp,30,24,14.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_EFK",cpp,27,20,13.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_CAM",cpp,21,13,18.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_SHOW",cpp,39,24,19.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_POSITION",cpp,26,16,25.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_SETPOS",cpp,23,15,17.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_SETROT",cpp,20,14,17.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_SETSCA",cpp,20,13,20.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_POSROT",cpp,40,22,41.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_MDLANM",cpp,35,26,10.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_LYTANM",cpp,37,28,8.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_ATTACH",cpp,25,15,15.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_MOTION",cpp,17,10,20.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_MUSIC",cpp,16,10,28.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_D_MSG",cpp,15,9,27.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_L_DIF",cpp,15,9,30.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_L_SPE",cpp,15,9,30.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_L_AMB",cpp,15,9,30.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_FUNC",cpp,13,6,36.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_PHASE",cpp,11,5,41.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void funcCsvCmd_BLM",cpp,46,10,9.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void evtCmdFunc_00",cpp,19,10,26.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void evtCmdFunc_01",cpp,37,18,14.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void evtCmdFunc_02",cpp,34,25,28.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void evtCmdFunc_03",cpp,14,5,64.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void evtCmdFunc_04",cpp,34,23,14.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void evtCmdFunc_05",cpp,21,14,12.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void evtCmdFunc_06",cpp,16,10,28.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void evtCmdFunc_07",cpp,32,20,23.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void evtCmdFunc_08",cpp,10,4,56.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void evtCmdFunc_09",cpp,62,43,17.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.cpp","void evtCmdFunc_10",cpp,1059,4,0.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\CommandFunctions.h","モジュール外",h,235,139,20.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EffectTest.cpp","モジュール外",cpp,53,32,23.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EffectTest.cpp","EffectTest::EffectTest",cpp,9,3,74.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EffectTest.cpp","EffectTest::~EffectTest",cpp,10,4,68.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EffectTest.cpp","EffectTest::Create",cpp,11,5,59.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EffectTest.cpp","EffectTest::Update",cpp,11,4,70.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EffectTest.cpp","EffectTest::GetLoadingPercent",cpp,11,5,62.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EffectTest.cpp","EffectTest::destroy",cpp,27,10,40.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EffectTest.h","モジュール外",h,48,14,56.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","モジュール外",cpp,628,534,23.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","ExecuteEventFunc",cpp,12,6,41.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","IsLongEventFlag",cpp,12,6,42.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","int ConvertPlaceIndex_TO_EventDefine",cpp,15,9,43.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","int ConvertPlaceIndex_TO_FieldInfoDefine",cpp,17,11,36.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","const char* GetStrNaviTalkMessage",cpp,10,4,50.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_BlockCharactor(int checkStartEventPhase, int placeIndex, char* pChName, char* pTalk[4])",cpp,58,52,9.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_BlockCharactor",cpp,54,48,9.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_MovePlace",cpp,47,31,20.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_ClearBarrier",cpp,67,51,15.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventXX_BattleQuest",cpp,104,84,6.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventXX_BattleQuest_End",cpp,180,153,4.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_Common_BattleQuestUpdate",cpp,139,103,9.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_NaviLuminusStart",cpp,21,14,25.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_NaviLuminusUpdate",cpp,16,10,26.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_NaviLuminusBigLight",cpp,13,7,31.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_NaviLuminusEnd",cpp,14,8,40.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_BattleTreasure",cpp,91,70,8.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_WakeupGimmick",cpp,62,45,21.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_AnythingMove",cpp,48,37,12.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_NotHaveBook",cpp,41,30,18.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_GetMagic",cpp,82,66,8.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_GetSong",cpp,225,175,8.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_SetObjectStone",cpp,68,50,7.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","eventGeneral_MoveGimmick",cpp,65,45,16.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event00_Opening",cpp,11,5,66.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event01_GetMasterSword",cpp,11,5,63.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event01_EndBattleFres",cpp,11,5,64.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event08_BattleQuest2",cpp,35,27,11.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event08_BattleQuest2_End",cpp,14,6,36.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event08_StartRoomBoss",cpp,11,5,64.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event08_EndRoomBoss",cpp,11,5,65.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event08_CannonJump",cpp,11,5,65.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event10_CurePlayer",cpp,17,9,36.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event10_RideVehicle",cpp,27,16,23.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event10_MoveForest",cpp,20,13,20.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event10_MoveMine",cpp,21,14,19.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event10_GetMagicTornade",cpp,18,11,31.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event10_RideVehicleLong",cpp,95,73,5.9
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event10_GetFaily",cpp,94,70,9.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event11_BattleQuest2",cpp,37,27,23.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event11_BattleQuest2_End",cpp,14,6,36.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event11_HintStone",cpp,43,33,12.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event11_GoToOverSea",cpp,51,41,11.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event11_BackToOverSea",cpp,51,41,11.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event11_WakeupTakoruka",cpp,95,67,13.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event13_Takoruka",cpp,23,17,17.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event13_GoToPrison",cpp,45,36,12.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event13_GoInRoom",cpp,11,5,58.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event13_GoOutRoom",cpp,11,5,58.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event14_WelcomeColleage",cpp,82,61,8.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event14_WillTalk",cpp,120,86,9.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event14_AboutSultMine",cpp,92,62,12.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event14_WiseMan",cpp,152,122,5.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_WelcomeForest",cpp,99,67,13.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_UsaemonCome1",cpp,241,196,3.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_UsaemonCome2",cpp,197,149,7.1
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_RescueUsachu",cpp,131,95,9.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_SetStone1",cpp,11,5,57.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_SetStone2",cpp,11,5,57.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_RiverIsLower",cpp,22,12,20.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_RiverIsUpper",cpp,22,12,20.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_WarpCrystalHall",cpp,57,41,16.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_AppearSeasow",cpp,45,29,20.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_OpenWireA",cpp,42,29,18.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_CloseWireA",cpp,42,28,24.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_OpenWireB",cpp,45,32,12.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_CloseWireB",cpp,47,32,22.0
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_SwordTreasure",cpp,50,39,12.2
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_UsaemonCome1_B",cpp,151,117,5.6
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_RescueUsachuAfter",cpp,89,61,11.4
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_RevertUsachu",cpp,68,53,9.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_HelpUsachu",cpp,94,73,7.7
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_SetStone3",cpp,11,5,57.3
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event16_UsaemonCome3",cpp,151,117,5.8
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event21_NaviExplain",cpp,130,93,9.5
"C:\project\AdventureOfLino_Source4GitHub\AdventureOfLino\srcs\Scene\EventFunctions.cpp","event21_BattleQuest1",cpp,14,6,37.2
